UT_yyyy-mm-ddThh:mm:ss.sssZ,T_ION_FULL_ESA-B_eV
2009-07-05T09:00:22.637Z,NaN
2009-07-05T09:01:57.610Z,NaN
2009-07-05T09:03:32.583Z,NaN
2009-07-05T09:05:07.556Z,NaN
2009-07-05T09:06:42.530Z,NaN
2009-07-05T09:08:17.503Z,NaN
2009-07-05T09:09:52.476Z,NaN
2009-07-05T09:11:27.449Z,NaN
2009-07-05T09:13:02.423Z,NaN
2009-07-05T09:14:37.396Z,NaN
2009-07-05T09:16:12.369Z,NaN
2009-07-05T09:17:47.342Z,NaN
2009-07-05T09:19:22.315Z,2365.5840
2009-07-05T09:20:57.288Z,NaN
2009-07-05T09:22:32.262Z,2532.6277
2009-07-05T09:24:07.235Z,2410.7725
2009-07-05T09:25:42.208Z,2626.6694
2009-07-05T09:27:17.181Z,2426.3528
2009-07-05T09:28:52.154Z,NaN
2009-07-05T09:30:27.127Z,NaN
2009-07-05T09:32:02.100Z,NaN
2009-07-05T09:33:37.074Z,NaN
2009-07-05T09:35:12.047Z,NaN
2009-07-05T09:36:47.020Z,NaN
2009-07-05T09:38:21.993Z,NaN
2009-07-05T09:39:56.966Z,NaN
2009-07-05T09:41:31.939Z,NaN
2009-07-05T09:43:06.912Z,NaN
2009-07-05T09:44:41.885Z,2333.9402
2009-07-05T09:46:16.858Z,NaN
2009-07-05T09:47:51.832Z,2562.2615
2009-07-05T09:49:26.805Z,2788.3840
2009-07-05T09:51:01.778Z,2721.8457
2009-07-05T09:52:36.751Z,2880.1907
2009-07-05T09:54:11.724Z,2975.6990
2009-07-05T09:55:46.697Z,2725.1306
2009-07-05T09:57:21.670Z,2570.9424
2009-07-05T09:58:56.643Z,2489.2126
2009-07-05T10:00:31.616Z,2775.8613
2009-07-05T10:02:06.589Z,NaN
2009-07-05T10:03:41.562Z,2587.6973
2009-07-05T10:05:16.535Z,2544.2036
2009-07-05T10:06:51.508Z,2613.0366
2009-07-05T10:08:26.481Z,2847.9209
2009-07-05T10:10:01.454Z,2455.2087
2009-07-05T10:11:36.427Z,2545.4788
2009-07-05T10:13:11.400Z,NaN
2009-07-05T10:14:46.373Z,NaN
2009-07-05T10:16:21.346Z,NaN
2009-07-05T10:17:56.319Z,NaN
2009-07-05T10:19:31.292Z,2312.3220
2009-07-05T10:21:06.265Z,2826.7454
2009-07-05T10:22:41.238Z,2685.3518
2009-07-05T10:24:16.211Z,2854.9998
2009-07-05T10:25:51.184Z,3128.0110
2009-07-05T10:27:26.157Z,2341.3640
2009-07-05T10:29:01.130Z,2804.4678
2009-07-05T10:30:36.103Z,2220.7341
2009-07-05T10:32:11.076Z,2461.6135
2009-07-05T10:33:46.049Z,2892.1726
2009-07-05T10:35:21.022Z,2713.3665
2009-07-05T10:36:55.995Z,2599.8386
2009-07-05T10:38:30.968Z,2703.6311
2009-07-05T10:40:05.941Z,2168.7468
2009-07-05T10:41:40.914Z,2252.5322
2009-07-05T10:43:15.887Z,2250.4189
2009-07-05T10:44:50.860Z,2358.2417
2009-07-05T10:46:25.833Z,2119.6392
2009-07-05T10:48:00.806Z,NaN
2009-07-05T10:49:35.779Z,2178.3066
2009-07-05T10:51:10.752Z,2304.5588
2009-07-05T10:52:45.725Z,NaN
2009-07-05T10:54:20.698Z,NaN
2009-07-05T10:55:55.671Z,NaN
2009-07-05T10:57:30.643Z,NaN
2009-07-05T10:59:05.616Z,NaN
2009-07-05T11:00:40.589Z,NaN
2009-07-05T11:02:15.562Z,NaN
2009-07-05T11:03:50.535Z,NaN
2009-07-05T11:05:25.508Z,NaN
2009-07-05T11:07:00.481Z,NaN
2009-07-05T11:08:35.454Z,NaN
2009-07-05T11:10:10.427Z,NaN
2009-07-05T11:11:45.400Z,NaN
2009-07-05T11:13:20.373Z,1111.6322
2009-07-05T11:14:55.346Z,2161.6267
2009-07-05T11:16:30.318Z,1323.9703
2009-07-05T11:18:05.291Z,1547.7953
2009-07-05T11:19:40.264Z,160.60219
2009-07-05T11:21:15.237Z,177.82539
2009-07-05T11:22:50.210Z,1332.7523
2009-07-05T11:24:25.183Z,191.19963
2009-07-05T11:26:00.156Z,174.47227
2009-07-05T11:27:35.129Z,125.00546
2009-07-05T11:29:10.102Z,123.06555
2009-07-05T11:30:45.074Z,124.53902
2009-07-05T11:32:20.047Z,106.16795
2009-07-05T11:33:55.020Z,125.27070
2009-07-05T11:35:29.993Z,118.11520
2009-07-05T11:37:04.966Z,127.88855
2009-07-05T11:38:39.939Z,117.03967
2009-07-05T11:40:14.912Z,134.52161
2009-07-05T11:41:49.885Z,129.61934
2009-07-05T11:43:24.857Z,131.20247
2009-07-05T11:44:59.830Z,197.56435
2009-07-05T11:46:34.803Z,132.24936
2009-07-05T11:48:09.776Z,153.83025
2009-07-05T11:49:44.749Z,153.41185
2009-07-05T11:51:19.722Z,148.29260
2009-07-05T11:52:54.695Z,150.91731
2009-07-05T11:54:29.668Z,139.25557
2009-07-05T11:56:04.640Z,154.51743
2009-07-05T11:57:39.613Z,162.64337
2009-07-05T11:59:14.586Z,155.14320
2009-07-05T12:00:49.559Z,156.86101
2009-07-05T12:02:24.532Z,150.97133
2009-07-05T12:03:59.505Z,155.91232
2009-07-05T12:05:34.478Z,151.03920
2009-07-05T12:07:09.450Z,166.45854
2009-07-05T12:08:44.423Z,173.01366
2009-07-05T12:10:19.396Z,186.17082
2009-07-05T12:11:54.369Z,176.34737
2009-07-05T12:13:29.342Z,181.44283
2009-07-05T12:15:04.315Z,172.82758
2009-07-05T12:16:39.288Z,181.10503
2009-07-05T12:18:14.261Z,180.80559
2009-07-05T12:19:49.233Z,176.98627
2009-07-05T12:21:24.206Z,181.29895
2009-07-05T12:22:59.179Z,184.07532
2009-07-05T12:24:34.152Z,170.72644
2009-07-05T12:26:09.125Z,173.10500
2009-07-05T12:27:44.098Z,180.06877
2009-07-05T12:29:19.071Z,172.46893
2009-07-05T12:30:54.043Z,180.89575
2009-07-05T12:32:29.016Z,177.40131
2009-07-05T12:34:03.989Z,163.55324
2009-07-05T12:35:38.962Z,188.18306
2009-07-05T12:37:13.935Z,182.19640
2009-07-05T12:38:48.908Z,185.07890
2009-07-05T12:40:23.880Z,190.28563
2009-07-05T12:42:58.211Z,171.83112
2009-07-05T12:50:14.493Z,188.85283
2009-07-05T12:56:34.384Z,172.65388
2009-07-05T13:02:54.275Z,182.19411
2009-07-05T13:09:14.167Z,165.53883
2009-07-05T13:15:34.058Z,185.09319
2009-07-05T13:21:53.949Z,143.13506
2009-07-05T13:28:13.840Z,181.38843
2009-07-05T13:34:33.732Z,170.27135
2009-07-05T13:40:53.623Z,167.36908
2009-07-05T13:47:13.514Z,94.289482
2009-07-05T13:53:33.405Z,210.45442
2009-07-05T13:59:53.296Z,85.036499
2009-07-05T14:06:13.187Z,25.796396
2009-07-05T14:12:33.079Z,142.44055
2009-07-05T14:18:52.970Z,190.30885
2009-07-05T14:25:12.861Z,24.942327
2009-07-05T14:31:32.752Z,23.873734
2009-07-05T14:37:52.643Z,24.052032
2009-07-05T14:44:12.535Z,42.915279
2009-07-05T14:50:32.426Z,23.303595
2009-07-05T14:56:52.317Z,23.787079
2009-07-05T15:03:12.208Z,21.945793
2009-07-05T15:09:32.099Z,20.778444
2009-07-05T15:15:51.991Z,23.996460
2009-07-05T15:22:11.882Z,21.983885
2009-07-05T15:28:31.773Z,21.062986
2009-07-05T15:34:51.664Z,26.172373
2009-07-05T15:41:11.555Z,22.075922
2009-07-05T15:47:31.446Z,29.387888
2009-07-05T15:53:51.337Z,26.654402
2009-07-05T16:00:11.228Z,25.436693
2009-07-05T16:06:31.119Z,22.691010
2009-07-05T16:12:51.010Z,22.608725
2009-07-05T16:19:10.902Z,18.325993
2009-07-05T16:25:30.793Z,18.751955
2009-07-05T16:31:50.684Z,16.732252
2009-07-05T16:38:10.575Z,16.841581
2009-07-05T16:44:30.466Z,16.491938
2009-07-05T16:50:50.357Z,17.632229
2009-07-05T16:57:10.248Z,17.907820
2009-07-05T17:03:30.140Z,20.506994
2009-07-05T17:09:50.031Z,18.480574
2009-07-05T17:16:09.922Z,19.078051
2009-07-05T17:22:29.813Z,18.018408
2009-07-05T17:28:49.704Z,17.798277
2009-07-05T17:35:09.596Z,18.861809
2009-07-05T17:41:29.487Z,18.411215
2009-07-05T17:47:49.378Z,17.237955
2009-07-05T17:54:09.269Z,18.375931
2009-07-05T18:00:29.160Z,15.465854
2009-07-05T18:06:49.051Z,18.199472
2009-07-05T18:13:08.942Z,17.152317
2009-07-05T18:19:28.833Z,17.279736
2009-07-05T18:25:48.724Z,16.846815
2009-07-05T18:32:08.615Z,18.595901
2009-07-05T18:38:28.506Z,18.370420
2009-07-05T18:44:48.397Z,NaN
2009-07-05T18:51:08.288Z,17.487780
2009-07-05T18:57:28.179Z,17.174133
2009-07-05T19:03:48.070Z,19.898123
2009-07-05T19:10:07.962Z,17.898577
2009-07-05T19:16:27.853Z,19.880590
2009-07-05T19:22:47.744Z,20.513792
2009-07-05T19:29:07.635Z,21.418127
2009-07-05T19:35:27.526Z,19.585932
2009-07-05T19:41:47.417Z,NaN
2009-07-05T19:48:07.309Z,NaN
2009-07-05T19:54:27.200Z,17.148968
2009-07-05T20:00:47.091Z,NaN
2009-07-05T20:07:06.982Z,NaN
2009-07-05T20:13:26.873Z,NaN
2009-07-05T20:19:46.764Z,NaN
2009-07-05T20:26:06.655Z,18.731287
2009-07-05T20:32:26.546Z,NaN
2009-07-05T20:38:46.437Z,NaN
2009-07-05T20:45:06.328Z,NaN
2009-07-05T20:51:26.219Z,23.486139
2009-07-05T20:57:46.111Z,19.817314
2009-07-05T21:04:06.002Z,26.241211
2009-07-05T21:10:25.893Z,27.361670
2009-07-05T21:16:45.784Z,17.440588
2009-07-05T21:23:05.675Z,18.087608
2009-07-05T21:29:25.566Z,19.387323
2009-07-05T21:35:45.457Z,19.521360
2009-07-05T21:42:05.348Z,19.514215
2009-07-05T21:48:25.239Z,19.219610
2009-07-05T21:54:45.131Z,19.072088
2009-07-05T22:01:05.022Z,21.020353
2009-07-05T22:07:24.913Z,18.503628
2009-07-05T22:13:44.804Z,20.575018
2009-07-05T22:20:04.695Z,20.564104
2009-07-05T22:26:24.586Z,20.676979
2009-07-05T22:32:44.478Z,19.143244
2009-07-05T22:39:04.369Z,19.094885
2009-07-05T22:45:24.260Z,17.692057
2009-07-05T22:51:44.151Z,17.648596
2009-07-05T22:58:04.042Z,19.152912
2009-07-05T23:04:23.933Z,19.622396
2009-07-05T23:10:43.824Z,19.276520
2009-07-05T23:17:03.716Z,19.995283
2009-07-05T23:23:23.607Z,20.875776
2009-07-05T23:29:43.498Z,18.178185
2009-07-05T23:36:03.389Z,23.257421
2009-07-05T23:42:23.280Z,22.654350
2009-07-05T23:48:43.171Z,20.029099
2009-07-05T23:55:03.063Z,20.948862
2009-07-06T00:01:22.954Z,21.397543
2009-07-06T00:07:42.845Z,17.122490
2009-07-06T00:14:02.736Z,17.766554
2009-07-06T00:20:22.628Z,16.657484
2009-07-06T00:26:42.519Z,16.231424
2009-07-06T00:33:02.410Z,17.438988
2009-07-06T00:39:22.301Z,16.908161
2009-07-06T00:45:42.193Z,17.266348
2009-07-06T00:52:02.084Z,16.426552
2009-07-06T00:58:21.975Z,16.631769
2009-07-06T01:04:41.866Z,15.881818
2009-07-06T01:11:01.758Z,16.709137
2009-07-06T01:17:21.649Z,16.226603
2009-07-06T01:23:41.540Z,16.231852
2009-07-06T01:30:01.431Z,18.331413
2009-07-06T01:36:21.322Z,15.927338
2009-07-06T01:42:41.213Z,16.152758
2009-07-06T01:49:01.105Z,26.940126
2009-07-06T01:55:20.996Z,36.941071
2009-07-06T02:01:40.887Z,16.346561
2009-07-06T02:08:00.778Z,17.243517
2009-07-06T02:14:20.669Z,16.687243
2009-07-06T02:20:40.561Z,17.371412
2009-07-06T02:27:00.452Z,17.571136
2009-07-06T02:33:20.343Z,15.208669
2009-07-06T02:39:40.234Z,19.409140
2009-07-06T02:46:00.125Z,17.387259
2009-07-06T02:52:20.017Z,16.890976
2009-07-06T02:58:39.908Z,15.674062
2009-07-06T03:04:59.799Z,18.379980
2009-07-06T03:11:19.691Z,19.594824
2009-07-06T03:17:39.582Z,19.164541
2009-07-06T03:23:59.474Z,18.051359
2009-07-06T03:30:19.365Z,17.346560
2009-07-06T03:36:39.256Z,18.969242
2009-07-06T03:42:59.148Z,17.054085
2009-07-06T03:49:19.039Z,17.866064
2009-07-06T03:55:38.930Z,14.821899
2009-07-06T04:01:58.821Z,15.191643
2009-07-06T04:08:18.713Z,22.676199
2009-07-06T04:14:38.604Z,21.142233
2009-07-06T04:20:58.495Z,44.283920
2009-07-06T04:27:18.386Z,36.235424
2009-07-06T04:33:38.278Z,26.760900
2009-07-06T04:39:58.169Z,21.812088
2009-07-06T04:46:18.060Z,15.272985
2009-07-06T04:52:37.951Z,15.639847
2009-07-06T04:58:57.843Z,15.342593
2009-07-06T05:05:17.734Z,16.191923
2009-07-06T05:11:37.625Z,14.874055
2009-07-06T05:17:57.516Z,20.379801
2009-07-06T05:24:17.408Z,16.838263
2009-07-06T05:30:37.299Z,17.235054
2009-07-06T05:36:57.190Z,15.823405
2009-07-06T05:43:17.082Z,18.213095
2009-07-06T05:49:36.973Z,17.828882
2009-07-06T05:55:56.865Z,17.119390
2009-07-06T06:02:16.756Z,17.070528
2009-07-06T06:08:36.647Z,17.742022
2009-07-06T06:14:56.539Z,15.614038
2009-07-06T06:21:16.430Z,17.003119
2009-07-06T06:27:36.321Z,24.505007
2009-07-06T06:33:56.213Z,26.189322
2009-07-06T06:40:16.104Z,20.004229
2009-07-06T06:46:35.995Z,22.756948
2009-07-06T06:52:55.887Z,15.799487
2009-07-06T06:59:15.778Z,16.308607
2009-07-06T07:05:35.669Z,16.886633
2009-07-06T07:11:55.561Z,17.082630
2009-07-06T07:18:15.452Z,16.247963
2009-07-06T07:24:35.343Z,16.318438
2009-07-06T07:30:55.235Z,17.378057
2009-07-06T07:37:15.126Z,17.130016
2009-07-06T07:43:35.017Z,17.598570
2009-07-06T07:49:54.909Z,16.640333
2009-07-06T07:56:14.800Z,15.250384
2009-07-06T08:02:34.691Z,15.435817
2009-07-06T08:08:54.583Z,17.196024
2009-07-06T08:15:14.474Z,16.792606
2009-07-06T08:21:34.366Z,16.533949
2009-07-06T08:27:54.257Z,15.543481
2009-07-06T08:34:14.149Z,14.608192
2009-07-06T08:40:34.040Z,14.944050
2009-07-06T08:46:53.932Z,15.313805
2009-07-06T08:53:13.823Z,15.680378
2009-07-06T08:59:33.714Z,29.114939
2009-07-06T09:05:53.606Z,16.472141
2009-07-06T09:12:13.497Z,16.941786
2009-07-06T09:18:33.389Z,16.608631
2009-07-06T09:24:53.280Z,15.241445
2009-07-06T09:31:13.172Z,15.698533
2009-07-06T09:37:33.063Z,16.326820
2009-07-06T09:43:52.954Z,15.478650
2009-07-06T09:50:12.846Z,15.651374
2009-07-06T09:56:32.737Z,16.493620
2009-07-06T10:02:52.629Z,17.495741
2009-07-06T10:09:12.520Z,18.823248
2009-07-06T10:15:32.412Z,18.204966
2009-07-06T10:21:52.303Z,18.678392
2009-07-06T10:28:12.195Z,21.532934
2009-07-06T10:34:32.086Z,19.402445
2009-07-06T10:40:51.978Z,14.649526
2009-07-06T10:47:11.869Z,16.452604
2009-07-06T10:53:31.761Z,14.917656
2009-07-06T10:59:51.652Z,14.186933
2009-07-06T11:06:11.544Z,15.314339
2009-07-06T11:12:31.436Z,15.872743
2009-07-06T11:18:51.327Z,28.308350
2009-07-06T11:25:11.219Z,22.027365
2009-07-06T11:31:31.110Z,16.293976
2009-07-06T11:37:51.002Z,18.154251
2009-07-06T11:44:10.893Z,19.057615
2009-07-06T11:50:30.785Z,22.213156
2009-07-06T11:56:50.676Z,16.589003
2009-07-06T12:03:10.568Z,16.764168
2009-07-06T12:09:30.459Z,16.692345
2009-07-06T12:15:50.351Z,16.908613
2009-07-06T12:22:10.243Z,15.219406
2009-07-06T12:28:30.134Z,16.783134
2009-07-06T12:34:50.026Z,16.588694
2009-07-06T12:41:09.917Z,22.458109
2009-07-06T12:47:29.809Z,17.711571
2009-07-06T12:53:49.700Z,15.764530
2009-07-06T13:00:09.592Z,16.842636
2009-07-06T13:06:29.484Z,17.625950
2009-07-06T13:12:49.375Z,17.354555
2009-07-06T13:19:09.267Z,17.524668
2009-07-06T13:25:29.158Z,18.669935
2009-07-06T13:31:49.050Z,17.635199
2009-07-06T13:38:08.942Z,17.889975
2009-07-06T13:44:28.833Z,17.452818
2009-07-06T13:50:48.725Z,17.439646
2009-07-06T13:57:08.617Z,17.596954
2009-07-06T14:03:28.508Z,17.528418
2009-07-06T14:09:48.400Z,19.889578
2009-07-06T14:16:08.292Z,21.063059
2009-07-06T14:22:28.183Z,16.858740
2009-07-06T14:28:48.075Z,20.445969
2009-07-06T14:35:07.966Z,17.954370
2009-07-06T14:41:27.858Z,23.919577
2009-07-06T14:47:47.750Z,20.359133
2009-07-06T14:54:07.641Z,16.328995
2009-07-06T15:00:27.533Z,15.010348
2009-07-06T15:06:47.425Z,15.833602
2009-07-06T15:13:07.316Z,15.508690
2009-07-06T15:19:27.208Z,15.787410
2009-07-06T15:25:47.100Z,15.488572
2009-07-06T15:32:06.991Z,16.471558
2009-07-06T15:38:26.883Z,52.808125
2009-07-06T15:44:46.775Z,16.663942
2009-07-06T15:51:06.667Z,19.078856
2009-07-06T15:57:26.558Z,15.943515
2009-07-06T16:03:46.450Z,16.671806
2009-07-06T16:10:06.342Z,17.389360
2009-07-06T16:16:26.234Z,18.357424
2009-07-06T16:22:46.125Z,18.158972
2009-07-06T16:29:06.017Z,19.118515
2009-07-06T16:35:25.909Z,20.652052
2009-07-06T16:41:45.801Z,16.478645
2009-07-06T16:48:05.692Z,18.668686
2009-07-06T16:54:25.584Z,22.433844
2009-07-06T17:00:45.476Z,22.483225
2009-07-06T17:07:05.367Z,25.000366
2009-07-06T17:13:25.259Z,51.590778
2009-07-06T17:19:45.151Z,28.158661
2009-07-06T17:26:05.042Z,22.776743
2009-07-06T17:32:24.934Z,23.282364
2009-07-06T17:38:44.826Z,22.632353
2009-07-06T17:45:04.717Z,23.506622
2009-07-06T17:51:24.609Z,26.137728
2009-07-06T17:57:44.501Z,26.507530
2009-07-06T18:04:04.392Z,28.276917
2009-07-06T18:10:24.284Z,25.012873
2009-07-06T18:16:44.176Z,24.755274
2009-07-06T18:23:04.067Z,26.591307
2009-07-06T18:29:23.959Z,30.599564
2009-07-06T18:35:43.851Z,30.600218
2009-07-06T18:42:03.743Z,25.417503
2009-07-06T18:48:23.634Z,29.981110
2009-07-06T18:54:43.526Z,29.320297
2009-07-06T19:01:03.418Z,27.853830
2009-07-06T19:07:23.309Z,28.848961
2009-07-06T19:13:43.201Z,26.870270
2009-07-06T19:20:03.093Z,30.077284
2009-07-06T19:26:22.984Z,32.465302
2009-07-06T19:32:42.876Z,33.908604
2009-07-06T19:39:02.767Z,28.653173
2009-07-06T19:45:22.659Z,29.060198
2009-07-06T19:51:42.550Z,27.187653
2009-07-06T19:58:02.441Z,29.304840
2009-07-06T20:04:22.333Z,38.019444
2009-07-06T20:10:42.224Z,34.277504
2009-07-06T20:17:02.116Z,30.563231
2009-07-06T20:23:22.007Z,31.499727
2009-07-06T20:29:41.898Z,29.691116
2009-07-06T20:36:01.790Z,33.051319
2009-07-06T20:42:21.681Z,32.451050
2009-07-06T20:48:41.572Z,32.808414
2009-07-06T20:55:01.464Z,31.022375
2009-07-06T21:01:21.355Z,28.919699
2009-07-06T21:07:41.246Z,30.000872
2009-07-06T21:14:01.138Z,29.705421
2009-07-06T21:20:21.029Z,27.572517
2009-07-06T21:26:40.920Z,29.952240
2009-07-06T21:33:00.811Z,27.181143
2009-07-06T21:39:20.703Z,26.475546
2009-07-06T21:45:40.594Z,33.743927
2009-07-06T21:52:00.485Z,26.411615
2009-07-06T21:58:20.376Z,27.849907
2009-07-06T22:04:40.268Z,28.526941
2009-07-06T22:11:00.159Z,28.372208
2009-07-06T22:17:20.050Z,29.985620
2009-07-06T22:23:39.941Z,32.889935
2009-07-06T22:29:59.832Z,30.950964
2009-07-06T22:36:19.724Z,33.498341
2009-07-06T22:42:39.615Z,31.664581
2009-07-06T22:48:59.506Z,33.773060
2009-07-06T22:55:19.397Z,30.690813
2009-07-06T23:01:39.288Z,35.536434
2009-07-06T23:07:59.179Z,31.869524
2009-07-06T23:14:19.070Z,31.598921
2009-07-06T23:20:38.961Z,34.919949
2009-07-06T23:26:58.852Z,29.288198
2009-07-06T23:33:18.743Z,33.035175
2009-07-06T23:39:38.634Z,35.011860
2009-07-06T23:45:58.525Z,29.488708
2009-07-06T23:52:18.416Z,27.815561
2009-07-06T23:58:38.307Z,28.105591
2009-07-07T00:04:58.198Z,30.013895
2009-07-07T00:11:18.089Z,29.774658
2009-07-07T00:17:37.980Z,33.165531
2009-07-07T00:23:57.871Z,28.427238
2009-07-07T00:30:17.762Z,30.223425
2009-07-07T00:36:37.653Z,28.700371
2009-07-07T00:42:57.544Z,32.043854
2009-07-07T00:49:17.435Z,35.689007
2009-07-07T00:55:37.326Z,26.609423
2009-07-07T01:01:57.217Z,36.199463
2009-07-07T01:08:17.108Z,27.956688
2009-07-07T01:14:36.999Z,28.020256
2009-07-07T01:20:56.890Z,30.189550
2009-07-07T01:27:16.781Z,24.373123
2009-07-07T01:33:36.672Z,28.054230
2009-07-07T01:39:56.563Z,25.191666
2009-07-07T01:46:16.454Z,22.607679
2009-07-07T01:52:36.345Z,28.159491
2009-07-07T01:58:56.236Z,22.549170
2009-07-07T02:05:16.126Z,21.105499
2009-07-07T02:11:36.017Z,21.737959
2009-07-07T02:17:55.908Z,21.677536
2009-07-07T02:24:15.799Z,21.224054
2009-07-07T02:30:35.690Z,22.846998
2009-07-07T02:36:55.581Z,20.612368
2009-07-07T02:43:15.471Z,19.923372
2009-07-07T02:49:35.362Z,21.214483
2009-07-07T02:55:55.253Z,23.150625
2009-07-07T03:02:15.144Z,24.756239
2009-07-07T03:08:35.035Z,21.435575
2009-07-07T03:14:54.926Z,22.953032
2009-07-07T03:21:14.817Z,21.169104
2009-07-07T03:27:34.708Z,22.561914
2009-07-07T03:33:54.599Z,19.950893
2009-07-07T03:40:14.490Z,20.921494
2009-07-07T03:46:34.381Z,21.798178
2009-07-07T03:52:54.272Z,20.293325
2009-07-07T03:59:14.162Z,19.775164
2009-07-07T04:05:34.053Z,20.407539
2009-07-07T04:11:53.944Z,20.826881
2009-07-07T04:18:13.835Z,20.252060
2009-07-07T04:24:33.726Z,22.229454
2009-07-07T04:30:53.617Z,19.897047
2009-07-07T04:37:13.508Z,20.114357
2009-07-07T04:43:33.399Z,19.086281
2009-07-07T04:49:53.290Z,21.398102
2009-07-07T04:56:13.181Z,20.896605
2009-07-07T05:02:33.072Z,19.592855
2009-07-07T05:08:52.962Z,21.244123
2009-07-07T05:15:12.853Z,18.013933
2009-07-07T05:21:32.744Z,15.132899
2009-07-07T05:27:52.635Z,15.535789
2009-07-07T05:34:12.526Z,15.072644
2009-07-07T05:40:32.417Z,14.839714
2009-07-07T05:46:52.308Z,16.356966
2009-07-07T05:53:12.199Z,15.412114
2009-07-07T05:59:32.090Z,13.329593
2009-07-07T06:05:51.982Z,14.650620
2009-07-07T06:12:11.873Z,14.856617
2009-07-07T06:18:31.764Z,14.877663
2009-07-07T06:24:51.655Z,15.625226
2009-07-07T06:31:11.546Z,14.366267
2009-07-07T06:37:31.437Z,14.886643
2009-07-07T06:43:51.328Z,15.729881
2009-07-07T06:50:11.219Z,16.003286
2009-07-07T06:56:31.110Z,14.757179
2009-07-07T07:02:51.001Z,15.234906
2009-07-07T07:09:10.892Z,14.250791
2009-07-07T07:15:30.783Z,14.834385
2009-07-07T07:21:50.674Z,14.181381
2009-07-07T07:28:10.565Z,14.812581
2009-07-07T07:34:30.456Z,14.807553
2009-07-07T07:40:50.347Z,15.429039
2009-07-07T07:47:10.238Z,13.762891
2009-07-07T07:53:30.129Z,15.125323
2009-07-07T07:59:50.020Z,15.306705
2009-07-07T08:06:09.912Z,15.497319
2009-07-07T08:12:29.803Z,15.912079
2009-07-07T08:18:49.694Z,15.579741
2009-07-07T08:25:09.585Z,15.071019
2009-07-07T08:31:29.476Z,14.931488
2009-07-07T08:37:49.367Z,15.449356
2009-07-07T08:44:09.258Z,16.533813
2009-07-07T08:50:29.149Z,15.709918
2009-07-07T08:56:49.040Z,15.156850
2009-07-07T09:03:08.931Z,15.272865
2009-07-07T09:09:28.822Z,16.587477
2009-07-07T09:15:48.713Z,17.222288
2009-07-07T09:22:08.604Z,14.836133
2009-07-07T09:28:28.495Z,17.007822
2009-07-07T09:34:48.387Z,17.713531
2009-07-07T09:41:08.278Z,19.199114
2009-07-07T09:47:28.169Z,19.949999
2009-07-07T09:53:48.060Z,19.256220
2009-07-07T10:00:07.951Z,17.559797
2009-07-07T10:06:27.842Z,17.067579
2009-07-07T10:12:47.733Z,22.730345
2009-07-07T10:19:07.624Z,21.325394
2009-07-07T10:25:27.515Z,16.438089
2009-07-07T10:31:47.406Z,17.191122
2009-07-07T10:38:07.298Z,17.652618
2009-07-07T10:44:27.189Z,16.561132
2009-07-07T10:50:47.080Z,16.724543
2009-07-07T10:57:06.971Z,15.417621
2009-07-07T11:03:26.862Z,15.793346
2009-07-07T11:09:46.754Z,18.539410
2009-07-07T11:16:06.645Z,18.339842
2009-07-07T11:22:26.536Z,17.319822
2009-07-07T11:28:46.427Z,16.190664
2009-07-07T11:35:06.318Z,18.963837
2009-07-07T11:41:26.210Z,19.541746
2009-07-07T11:47:46.101Z,21.549385
2009-07-07T11:54:05.992Z,21.145676
2009-07-07T12:00:25.883Z,16.350664
2009-07-07T12:06:45.774Z,17.139259
2009-07-07T12:13:05.665Z,18.206947
2009-07-07T12:19:25.557Z,17.199198
2009-07-07T12:25:45.448Z,17.251066
2009-07-07T12:32:05.339Z,17.432430
2009-07-07T12:38:25.230Z,19.451456
2009-07-07T12:44:45.121Z,19.920446
2009-07-07T12:51:05.013Z,20.110529
2009-07-07T12:57:24.904Z,21.598303
2009-07-07T13:03:44.795Z,21.797897
2009-07-07T13:10:04.686Z,23.577974
2009-07-07T13:16:24.578Z,21.132360
2009-07-07T13:22:44.469Z,20.586618
2009-07-07T13:29:04.360Z,21.952196
2009-07-07T13:35:24.252Z,20.120016
2009-07-07T13:41:44.143Z,21.049873
2009-07-07T13:48:04.034Z,22.023207
2009-07-07T13:54:23.926Z,20.964205
2009-07-07T14:00:43.817Z,21.014687
2009-07-07T14:07:03.708Z,22.393942
2009-07-07T14:13:23.599Z,23.959215
2009-07-07T14:19:43.491Z,24.150711
2009-07-07T14:26:03.382Z,22.446859
2009-07-07T14:32:23.273Z,21.418001
2009-07-07T14:38:43.165Z,19.929255
2009-07-07T14:45:03.056Z,19.585337
2009-07-07T14:51:22.947Z,19.138807
2009-07-07T14:57:42.838Z,19.611280
2009-07-07T15:04:02.730Z,18.323919
2009-07-07T15:10:22.621Z,18.812326
2009-07-07T15:16:42.512Z,17.881350
2009-07-07T15:23:02.404Z,19.162048
2009-07-07T15:29:22.295Z,25.618834
2009-07-07T15:35:42.186Z,27.226990
2009-07-07T15:42:02.078Z,25.984507
2009-07-07T15:48:21.969Z,25.473860
2009-07-07T15:54:41.861Z,23.381063
2009-07-07T16:01:01.752Z,24.842936
2009-07-07T16:07:21.643Z,23.947294
2009-07-07T16:13:41.535Z,22.554344
2009-07-07T16:20:01.426Z,22.705435
2009-07-07T16:26:21.318Z,23.509912
2009-07-07T16:32:41.209Z,23.553818
2009-07-07T16:39:01.100Z,16.279547
2009-07-07T16:45:20.992Z,17.030678
