EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,SW_VTH__km/s,ION_NP__#/cc,VX_(GSM)_(@_x_)_km/s,VY_(GSM)_(@_y_)_km/s,VZ_(GSM)_(@_z_)_km/s
2009-07-23T22:55:42.039Z,553.68,373.08,-554.64,354.84,-191.22
2009-07-23T22:57:01.617Z,614.23,410.92,-541.46,261.25,-600.26
2009-07-23T22:58:36.492Z,551.64,404.26,-544.10,391.58,-760.85
2009-07-23T23:00:14.429Z,589.94,419.39,-546.27,389.04,114.55
2009-07-23T23:01:52.406Z,643.44,433.50,-535.65,275.31,-241.47
2009-07-23T23:03:30.343Z,669.09,440.70,-540.10,433.73,-358.97
2009-07-23T23:05:08.242Z,673.48,444.88,-532.41,386.79,-911.40
2009-07-23T23:06:43.117Z,694.59,429.90,-529.94,306.33,-607.31
2009-07-23T23:08:24.117Z,652.91,375.80,-538.61,205.67,-236.54
2009-07-23T23:10:02.046Z,596.03,389.43,-535.48,376.36,-434.56
2009-07-23T23:11:59.882Z,682.67,377.61,-535.82,278.54,-797.95
2009-07-23T23:13:27.101Z,658.95,393.75,-532.20,201.68,-116.67
2009-07-23T23:14:55.859Z,682.71,382.35,-536.95,203.75,-105.40
2009-07-23T23:16:33.937Z,635.05,369.63,-544.76,147.54,-465.14
2009-07-23T23:18:11.734Z,624.51,352.22,-541.49,215.57,-479.45
2009-07-23T23:19:55.937Z,654.67,395.54,-535.85,602.01,166.32
2009-07-23T23:21:26.085Z,509.14,382.15,-536.18,282.27,-334.96
2009-07-23T23:23:09.437Z,492.15,311.75,-552.01,421.33,-452.36
2009-07-23T23:24:43.492Z,579.03,371.32,-555.15,354.37,-437.07
2009-07-23T23:26:21.429Z,530.55,318.10,-549.52,308.58,-123.03
2009-07-23T23:28:17.726Z,549.03,330.16,-545.09,307.62,-127.76
2009-07-23T23:29:37.304Z,568.02,345.61,-545.10,312.20,-101.62
2009-07-23T23:31:15.234Z,545.67,351.81,-549.92,357.31,-195.80
2009-07-23T23:32:53.171Z,586.32,360.08,-551.11,417.12,-246.34
2009-07-23T23:34:31.109Z,468.15,303.57,-554.83,377.74,-118.11
2009-07-23T23:36:09.046Z,566.57,359.25,-550.81,422.71,-161.83
2009-07-23T23:37:43.921Z,568.95,342.50,-548.53,351.04,-235.60
2009-07-23T23:39:24.921Z,559.10,360.07,-548.25,363.90,-135.53
2009-07-23T23:40:59.796Z,591.60,361.27,-546.58,332.71,500.85
2009-07-23T23:42:37.734Z,573.09,323.34,-545.03,224.60,103.30
2009-07-23T23:44:34.039Z,570.20,335.34,-544.01,358.98,-625.73
2009-07-23T23:45:53.609Z,542.22,343.82,-542.32,240.51,-127.50
2009-07-23T23:47:28.484Z,512.67,350.30,-541.64,186.71,-127.34
2009-07-23T23:49:09.523Z,538.01,330.11,-548.04,283.07,-105.18
2009-07-23T23:50:45.859Z,595.29,329.92,-549.10,320.84,-468.79
2009-07-23T23:52:28.421Z,564.67,306.41,-557.72,249.98,-284.79
2009-07-23T23:54:06.359Z,630.60,321.66,-542.97,247.73,-233.80
2009-07-23T23:55:44.296Z,560.03,306.43,-551.52,876.03,-291.59
2009-07-23T23:57:19.140Z,499.54,259.59,-548.83,-139.04,-274.91
2009-07-23T23:59:00.171Z,605.01,345.92,-556.67,272.31,-677.32
2009-07-24T00:03:50.889Z,542.64,305.72,-545.65,-119.02,250.32
2009-07-24T00:05:29.002Z,544.79,308.80,-550.63,-159.36,-736.78
2009-07-24T00:07:06.764Z,530.07,295.79,-547.44,-188.18,-312.90
2009-07-24T00:08:44.702Z,563.37,296.56,-540.14,-217.84,-207.04
2009-07-24T00:10:22.639Z,562.34,302.12,-551.75,-114.37,-805.21
2009-07-24T00:12:00.752Z,522.22,307.62,-548.84,701.92,-194.63
2009-07-24T00:13:41.611Z,512.27,281.03,-552.31,152.35,-300.18
2009-07-24T00:15:16.627Z,562.56,265.37,-554.41,164.48,-844.82
2009-07-24T00:17:15.849Z,627.02,302.76,-553.44,254.55,-107.16
2009-07-24T00:18:38.484Z,517.61,291.59,-573.39,-529.34,-229.15
2009-07-24T00:20:13.361Z,511.77,284.04,-577.48,-968.36,-247.28
2009-07-24T00:21:51.299Z,575.08,296.91,-558.17,197.11,-167.31
2009-07-24T00:23:29.236Z,579.57,292.84,-552.84,234.89,-997.61
2009-07-24T00:25:04.114Z,545.41,292.83,-552.69,247.07,-251.50
2009-07-24T00:26:42.017Z,600.21,287.17,-550.13,277.20,-800.41
2009-07-24T00:28:19.990Z,581.13,322.24,-549.20,308.37,-140.68
2009-07-24T00:30:01.163Z,587.61,284.29,-547.81,354.51,-659.51
2009-07-24T00:31:38.926Z,547.40,317.91,-554.54,399.14,136.75
2009-07-24T00:33:33.696Z,558.42,304.25,-551.89,316.19,-824.49
2009-07-24T00:34:55.625Z,555.58,256.92,-553.13,228.89,996.98
2009-07-24T00:36:29.679Z,506.07,266.31,-545.92,917.04,467.40
2009-07-24T00:38:07.617Z,593.61,324.91,-547.91,463.40,382.34
2009-07-24T00:39:45.695Z,532.05,297.56,-553.23,168.54,142.22
2009-07-24T00:41:20.432Z,566.17,291.09,-549.27,324.20,-832.03
2009-07-24T00:42:58.370Z,519.49,285.61,-554.37,383.21,-195.14
2009-07-24T00:44:36.308Z,557.52,303.00,-539.92,456.16,10.75
2009-07-24T00:46:15.139Z,537.09,269.26,-542.11,202.58,922.01
2009-07-24T00:47:58.270Z,525.87,321.84,-545.23,-521.82,984.28
2009-07-24T00:49:51.651Z,547.76,284.06,-551.33,10.78,424.84
2009-07-24T00:51:14.322Z,520.49,271.90,-548.52,140.35,696.11
2009-07-24T00:52:46.821Z,545.19,285.52,-545.34,231.64,916.11
2009-07-24T00:54:24.759Z,582.18,304.43,-546.57,283.66,859.79
2009-07-24T00:56:02.697Z,588.29,300.55,-545.52,288.97,-390.49
2009-07-24T00:57:43.013Z,563.84,286.10,-551.59,139.41,-254.39
2009-07-24T00:59:20.951Z,604.36,293.29,-552.42,11.84,336.03
2009-07-24T01:00:58.854Z,535.17,287.33,-560.79,310.12,654.03
2009-07-24T01:02:33.591Z,485.56,300.48,-557.64,-152.22,192.18
2009-07-24T01:04:20.886Z,519.48,269.14,-550.67,-862.20,154.39
2009-07-24T01:06:11.031Z,542.97,287.87,-550.88,-861.68,179.74
2009-07-24T01:07:31.324Z,548.93,280.42,-546.09,-147.69,10.77
2009-07-24T01:09:12.322Z,537.39,279.36,-549.30,-856.46,153.11
2009-07-24T01:10:44.139Z,554.66,274.79,-550.99,-118.57,798.26
2009-07-24T01:12:17.511Z,540.73,310.37,-543.26,-216.57,-102.76
2009-07-24T01:14:00.864Z,463.22,235.33,-560.26,749.45,-285.93
2009-07-24T01:15:37.096Z,579.65,289.51,-554.83,-216.27,-731.14
2009-07-24T01:17:15.209Z,566.80,278.29,-552.30,-118.16,-228.17
2009-07-24T01:18:52.937Z,522.09,268.84,-550.21,-146.25,-639.54
2009-07-24T01:20:29.520Z,622.52,324.45,-549.80,-293.76,-444.58
2009-07-24T01:22:28.742Z,551.68,308.82,-552.11,-722.69,-242.58
2009-07-24T01:23:52.189Z,541.54,317.82,-546.38,-467.29,-113.91
2009-07-24T01:25:27.785Z,489.41,297.41,-542.03,245.46,-108.00
2009-07-24T01:27:08.819Z,471.69,268.35,-544.31,810.96,940.16
2009-07-24T01:28:43.661Z,459.97,285.70,-544.32,903.65,10.33
2009-07-24T01:30:16.336Z,544.13,306.15,-551.11,161.23,11.34
2009-07-24T01:31:56.617Z,526.12,281.51,-553.02,10.22,201.43
2009-07-24T01:33:31.355Z,582.18,300.90,-552.48,-907.93,10.10
2009-07-24T01:35:12.529Z,489.51,269.88,-564.16,-170.10,641.60
2009-07-24T01:36:50.292Z,502.85,293.55,-579.12,-374.04,-141.95
2009-07-24T01:38:48.124Z,552.30,302.61,-570.02,-243.50,-329.25
2009-07-24T01:40:07.698Z,532.71,297.27,-587.91,-157.30,966.31
2009-07-24T01:41:37.985Z,513.69,304.56,-590.57,-237.66,-987.89
2009-07-24T01:43:12.862Z,485.47,290.67,-585.55,-367.98,-220.10
2009-07-24T01:44:56.922Z,479.77,337.66,-573.29,-406.02,460.97
2009-07-24T01:46:37.921Z,479.56,276.96,-570.31,-291.84,-106.48
2009-07-24T01:48:15.999Z,484.09,290.05,-570.24,-180.83,10.42
2009-07-24T01:49:50.736Z,495.74,313.08,-550.43,-104.34,-882.47
2009-07-24T01:51:28.674Z,493.71,297.26,-553.57,-160.75,104.48
2009-07-24T01:53:05.258Z,450.60,307.09,-547.49,-455.74,-683.04
2009-07-24T01:55:05.303Z,599.41,330.76,-546.90,-105.62,897.64
2009-07-24T01:56:28.786Z,496.82,311.10,-551.27,-473.33,229.70
2009-07-24T01:58:03.628Z,475.48,294.15,-564.12,-155.83,520.47
2009-07-24T01:59:41.601Z,521.21,288.31,-552.59,272.37,255.37
2009-07-24T02:01:19.540Z,508.62,288.38,-567.58,-347.21,186.73
2009-07-24T02:02:55.100Z,546.80,296.98,-554.08,-238.60,144.33
2009-07-24T02:04:33.038Z,530.34,288.36,-554.31,-355.72,10.08
2009-07-24T02:06:13.179Z,513.96,282.82,-557.98,-339.05,402.70
2009-07-24T02:07:48.915Z,494.19,264.11,-555.62,-306.86,935.61
2009-07-24T02:09:29.231Z,506.59,261.02,-561.49,516.23,11.53
2009-07-24T02:11:23.827Z,524.58,271.52,-558.40,-138.73,567.25
2009-07-24T02:12:48.132Z,512.94,263.53,-561.00,-200.38,12.64
2009-07-24T02:14:19.810Z,542.89,285.11,-559.69,-285.66,798.51
2009-07-24T02:15:57.748Z,524.55,264.23,-543.40,-159.29,-182.04
2009-07-24T02:17:41.807Z,490.59,276.97,-551.44,-231.58,-231.01
2009-07-24T02:19:13.624Z,531.58,310.79,-553.20,-203.40,448.84
2009-07-24T02:20:51.563Z,532.79,293.19,-556.26,-317.40,-377.57
2009-07-24T02:22:27.298Z,491.61,268.17,-547.78,-129.57,497.41
2009-07-24T02:24:03.731Z,435.80,322.88,-545.22,-440.08,-885.36
2009-07-24T02:25:48.473Z,400.40,251.18,-543.21,-101.43,420.84
2009-07-24T02:27:40.324Z,492.50,266.44,-548.45,11.28,755.21
2009-07-24T02:29:01.218Z,504.78,286.97,-552.03,-175.59,-467.80
2009-07-24T02:30:36.990Z,471.41,262.87,-552.35,-133.68,548.07
2009-07-24T02:32:14.928Z,428.52,237.77,-548.00,-496.52,139.25
2009-07-24T02:33:52.866Z,458.29,246.41,-549.68,188.43,399.01
2009-07-24T02:35:29.981Z,441.61,256.40,-545.29,212.84,-232.95
2009-07-24T02:37:11.121Z,508.16,269.85,-552.41,295.48,247.34
2009-07-24T02:38:45.859Z,485.98,257.89,-556.52,323.29,-243.47
2009-07-24T02:40:23.867Z,539.22,323.67,-553.66,313.37,-604.31
2009-07-24T02:42:10.916Z,495.70,276.23,-557.96,371.50,401.13
2009-07-24T02:44:01.097Z,490.50,254.18,-564.18,294.32,-152.12
2009-07-24T02:45:23.732Z,501.17,281.75,-570.54,314.80,-850.17
2009-07-24T02:46:58.610Z,530.59,289.12,-565.54,344.77,-213.30
2009-07-24T02:48:36.549Z,468.57,254.87,-574.51,319.94,-350.78
2009-07-24T02:50:14.487Z,527.65,276.41,-565.03,349.86,-181.40
2009-07-24T02:51:52.424Z,522.35,283.76,-562.30,279.51,-784.04
2009-07-24T02:53:30.504Z,477.78,255.33,-565.47,470.04,-680.59
2009-07-24T02:55:08.442Z,480.52,259.40,-558.42,310.44,572.82
2009-07-24T02:56:46.380Z,550.90,288.62,-560.07,212.71,751.59
2009-07-24T02:58:24.320Z,506.12,248.20,-564.32,262.67,785.57
2009-07-24T03:00:20.621Z,491.08,259.70,-565.54,200.68,558.37
2009-07-24T03:01:43.150Z,524.87,277.34,-562.14,363.33,-168.35
2009-07-24T03:03:18.135Z,513.74,255.53,-562.32,213.76,196.96
2009-07-24T03:06:34.010Z,541.07,286.31,-550.98,219.44,11.42
2009-07-24T03:08:11.948Z,497.26,257.68,-563.32,998.01,503.40
2009-07-24T03:09:46.791Z,489.01,311.68,-545.20,154.28,-577.70
2009-07-24T03:11:30.850Z,462.36,293.83,-547.16,132.49,401.50
2009-07-24T03:13:11.884Z,509.35,271.19,-559.75,178.59,312.78
2009-07-24T03:14:43.702Z,542.80,284.75,-553.79,974.29,598.58
2009-07-24T03:16:41.393Z,463.84,249.10,-562.14,10.48,-248.13
2009-07-24T03:17:59.437Z,493.85,264.79,-557.67,205.32,356.27
2009-07-24T03:19:37.518Z,533.65,284.28,-555.99,155.83,547.18
2009-07-24T03:21:11.501Z,442.06,332.55,-547.99,298.54,-639.86
2009-07-24T03:22:59.514Z,500.97,265.18,-561.63,848.47,718.77
2009-07-24T03:24:31.333Z,482.39,257.62,-561.01,10.56,12.33
2009-07-24T03:26:08.377Z,596.76,362.53,-558.12,-387.70,242.20
2009-07-24T03:27:43.972Z,471.02,267.70,-566.00,-304.11,691.48
2009-07-24T03:29:24.936Z,431.44,257.36,-575.22,-773.13,690.84
2009-07-24T03:31:03.051Z,423.26,250.48,-564.74,-717.18,878.19
2009-07-24T03:32:59.351Z,480.79,264.48,-563.39,-861.87,764.65
2009-07-24T03:34:21.988Z,478.94,274.59,-568.25,-410.84,684.81
2009-07-24T03:35:56.725Z,418.73,248.67,-579.20,-720.52,139.02
2009-07-24T03:37:28.613Z,554.72,291.55,-553.56,411.20,-124.78
2009-07-24T03:39:12.636Z,455.65,285.50,-572.47,272.03,906.64
2009-07-24T03:40:45.277Z,458.45,254.17,-553.60,376.70,-130.14
2009-07-24T03:42:25.593Z,453.08,253.13,-552.52,198.69,156.97
2009-07-24T03:44:03.531Z,441.79,246.90,-554.34,158.15,165.57
2009-07-24T03:45:41.471Z,462.24,264.69,-553.26,168.48,194.59
2009-07-24T03:47:19.408Z,467.90,267.71,-554.40,138.77,148.22
2009-07-24T03:49:15.709Z,460.22,250.11,-558.88,937.80,10.43
2009-07-24T03:50:38.345Z,433.89,246.40,-563.97,10.86,181.39
2009-07-24T03:52:13.223Z,455.31,252.85,-548.12,176.54,234.39
2009-07-24T03:53:51.162Z,469.68,276.22,-552.74,166.13,132.70
2009-07-24T03:55:25.900Z,565.00,328.36,-546.92,406.67,146.50
2009-07-24T03:57:09.206Z,432.46,350.38,-547.19,11.45,-361.77
2009-07-24T03:58:48.720Z,474.39,289.72,-547.85,859.21,12.30
2009-07-24T04:00:19.855Z,443.16,281.53,-549.06,-149.87,-377.60
2009-07-24T04:01:56.262Z,437.82,285.26,-547.42,-250.07,-511.90
2009-07-24T04:03:33.353Z,437.01,268.33,-550.27,-791.32,905.02
2009-07-24T04:05:30.327Z,486.70,298.67,-548.92,-111.98,-483.12
2009-07-24T04:06:50.785Z,436.76,336.58,-548.48,957.75,-101.97
2009-07-24T04:08:31.784Z,474.89,325.31,-550.29,-192.55,-332.24
2009-07-24T04:10:06.663Z,547.69,336.25,-549.67,-170.30,-238.62
2009-07-24T04:11:42.187Z,440.24,263.85,-545.42,-615.87,-224.29
2009-07-24T04:13:23.185Z,525.45,301.73,-558.51,-247.72,-390.11
2009-07-24T04:15:00.477Z,607.26,351.33,-548.89,503.57,-140.24
2009-07-24T04:16:39.239Z,468.62,400.93,-591.74,-582.88,139.97
2009-07-24T04:18:17.000Z,464.94,282.03,-575.99,-203.94,-117.10
2009-07-24T04:19:55.823Z,470.33,273.82,-580.80,-128.22,-361.07
2009-07-24T04:21:52.771Z,480.98,272.64,-576.44,-204.03,-305.13
2009-07-24T04:23:10.099Z,411.51,247.37,-586.21,-257.26,-343.25
2009-07-24T04:24:42.668Z,444.60,256.51,-573.56,-177.48,-371.72
2009-07-24T04:26:29.753Z,389.51,256.86,-583.61,-267.33,-271.12
2009-07-24T04:28:01.571Z,527.50,316.12,-579.88,-131.95,-154.55
2009-07-24T04:29:44.099Z,510.88,292.58,-569.54,-109.02,-696.67
2009-07-24T04:31:20.509Z,520.32,302.00,-570.41,-136.66,-122.81
2009-07-24T04:32:58.447Z,449.31,263.40,-570.33,10.67,302.69
2009-07-24T04:34:39.445Z,474.33,270.66,-584.07,-194.87,-216.36
2009-07-24T04:36:08.203Z,465.55,283.23,-581.85,-146.90,-247.33
2009-07-24T04:38:15.216Z,449.35,258.00,-608.29,-240.77,-344.31
2009-07-24T04:39:24.078Z,567.67,329.40,-590.15,-237.30,-475.48
2009-07-24T04:40:58.992Z,524.79,293.90,-572.22,-155.13,-337.84
2009-07-24T04:42:39.990Z,530.19,299.96,-573.81,-191.08,-442.75
2009-07-24T04:44:24.015Z,459.05,264.56,-576.11,-187.34,-247.67
2009-07-24T04:46:01.953Z,482.49,267.72,-575.14,-172.63,-147.83
2009-07-24T04:47:39.892Z,429.50,265.75,-568.32,-157.42,-303.00
2009-07-24T04:49:17.830Z,460.15,267.82,-570.86,-125.96,-224.26
2009-07-24T04:50:55.769Z,457.89,277.68,-576.95,-183.29,-114.13
2009-07-24T04:52:33.707Z,497.89,289.84,-580.51,-166.80,-224.62
2009-07-24T04:54:31.576Z,495.10,273.78,-573.32,-246.94,-358.44
2009-07-24T04:55:46.699Z,425.33,235.24,-557.62,273.12,148.51
2009-07-24T04:57:27.699Z,492.26,270.12,-560.21,192.33,-179.78
2009-07-24T04:59:05.636Z,474.43,276.53,-565.96,12.79,156.15
2009-07-24T05:00:43.435Z,454.25,253.82,-568.07,258.84,-562.38
2009-07-24T05:02:21.373Z,424.59,271.52,-572.26,12.06,483.77
2009-07-24T05:04:02.335Z,439.99,290.78,-585.71,-229.01,-318.63
2009-07-24T05:05:31.093Z,517.72,274.99,-591.11,-159.00,-233.80
2009-07-24T05:07:06.005Z,643.27,325.57,-583.16,-131.45,-190.18
2009-07-24T05:08:46.253Z,454.57,278.74,-585.19,-211.75,-289.11
2009-07-24T05:10:50.923Z,476.27,268.73,-581.78,-189.90,-330.87
2009-07-24T05:12:08.322Z,442.81,261.57,-583.07,-162.31,-330.57
2009-07-24T05:13:40.785Z,521.65,293.10,-587.10,-238.06,-355.85
2009-07-24T05:15:21.068Z,544.02,323.25,-594.33,-153.04,-341.39
2009-07-24T05:16:53.636Z,482.04,278.63,-563.55,247.45,-300.21
2009-07-24T05:18:37.697Z,496.37,296.25,-563.88,251.18,442.25
2009-07-24T05:20:12.714Z,506.45,304.66,-556.08,-314.77,957.92
2009-07-24T05:21:52.820Z,562.87,345.42,-554.48,-185.20,-952.69
2009-07-24T05:23:25.390Z,514.80,325.17,-550.81,-180.72,-191.91
2009-07-24T05:25:03.328Z,522.80,369.26,-546.72,-504.02,-219.35
2009-07-24T05:27:04.222Z,575.90,333.31,-544.51,904.05,-152.89
2009-07-24T05:28:30.695Z,446.45,359.36,-545.56,131.15,-180.74
2009-07-24T05:30:03.265Z,502.60,344.33,-546.66,-206.31,-180.54
2009-07-24T05:31:38.142Z,421.14,327.25,-546.90,12.93,-161.75
2009-07-24T05:33:19.072Z,435.33,295.25,-546.27,379.85,-145.10
2009-07-24T05:34:53.984Z,514.03,340.71,-550.94,-758.09,-128.16
2009-07-24T05:36:31.923Z,443.82,280.36,-548.78,-157.59,-202.28
2009-07-24T05:38:14.488Z,439.55,276.00,-573.47,314.34,677.93
2009-07-24T05:39:51.037Z,478.02,317.82,-568.43,256.15,131.33
2009-07-24T05:41:26.667Z,477.75,291.98,-567.97,-781.54,431.46
2009-07-24T05:43:25.277Z,491.36,311.44,-568.63,132.07,12.75
2009-07-24T05:44:47.912Z,461.20,290.92,-559.17,131.20,177.55
2009-07-24T05:46:19.730Z,457.70,286.04,-561.40,187.00,292.96
2009-07-24T05:47:57.667Z,428.83,292.19,-576.82,232.53,336.13
2009-07-24T05:49:35.607Z,442.73,278.29,-566.25,191.69,144.92
2009-07-24T05:51:13.509Z,433.65,267.90,-558.18,-939.04,184.55
2009-07-24T05:52:51.484Z,434.68,273.56,-553.20,168.49,209.72
2009-07-24T05:54:29.421Z,421.83,274.86,-549.58,610.44,173.83
2009-07-24T05:56:04.980Z,407.27,259.72,-552.55,-514.71,10.83
2009-07-24T05:57:42.062Z,449.30,276.65,-550.04,-168.17,-370.78
2009-07-24T05:59:40.777Z,578.70,330.02,-541.01,-116.58,-122.58
2009-07-24T06:00:56.585Z,358.49,333.85,-536.72,-482.59,661.34
2009-07-24T06:02:38.265Z,335.95,286.69,-530.09,929.99,-952.65
2009-07-24T06:04:16.912Z,405.03,354.02,-534.31,225.12,-356.12
2009-07-24T06:05:51.964Z,427.69,314.07,-533.89,465.27,-107.51
2009-07-24T06:07:35.882Z,413.71,292.55,-536.72,388.21,-157.17
2009-07-24T06:09:04.605Z,373.41,362.14,-537.40,268.55,-934.63
2009-07-24T06:10:50.230Z,414.62,264.97,-554.70,568.26,-250.25
2009-07-24T06:12:23.578Z,462.11,281.25,-558.14,429.51,-130.50
2009-07-24T06:14:02.302Z,430.52,273.40,-544.95,387.51,-532.96
2009-07-24T06:16:00.984Z,425.59,270.02,-546.96,216.70,948.82
2009-07-24T06:17:20.453Z,397.28,234.05,-554.02,361.34,-139.34
2009-07-24T06:18:52.412Z,403.73,309.15,-547.10,312.58,-274.91
2009-07-24T06:20:39.357Z,446.67,300.14,-545.33,11.14,195.55
2009-07-24T06:22:20.460Z,419.38,268.95,-562.66,-522.58,897.09
2009-07-24T06:23:52.646Z,475.33,303.29,-563.49,-258.70,290.47
2009-07-24T06:25:29.884Z,387.44,256.66,-559.35,317.66,12.54
2009-07-24T06:27:08.191Z,398.70,259.91,-561.86,512.52,187.61
2009-07-24T06:28:46.128Z,441.90,300.33,-563.83,191.87,207.73
2009-07-24T06:30:31.615Z,434.89,253.25,-602.64,506.43,-150.15
2009-07-24T06:32:22.582Z,459.43,274.47,-580.98,315.41,145.36
2009-07-24T06:33:36.882Z,425.83,264.57,-554.60,12.65,226.76
2009-07-24T06:35:17.847Z,578.24,363.63,-565.08,452.79,214.38
2009-07-24T06:36:55.785Z,434.33,317.70,-576.69,-140.50,137.47
2009-07-24T06:38:31.380Z,455.96,287.80,-556.18,399.74,386.18
2009-07-24T06:40:11.697Z,476.30,293.45,-549.34,289.67,198.24
2009-07-24T06:41:47.966Z,334.57,272.53,-543.11,309.28,-230.63
2009-07-24T06:43:21.488Z,495.62,325.69,-544.27,171.25,-205.67
2009-07-24T06:45:03.876Z,343.71,216.72,-552.51,514.98,-398.49
2009-07-24T06:46:42.628Z,442.74,312.58,-553.05,430.80,-446.99
2009-07-24T06:48:39.646Z,450.25,274.57,-550.28,337.65,-483.10
2009-07-24T06:50:02.283Z,452.88,265.70,-561.67,371.98,-458.16
2009-07-24T06:51:34.099Z,454.09,283.40,-539.33,489.98,-199.46
2009-07-24T06:53:16.595Z,344.21,249.61,-535.65,10.41,132.99
2009-07-24T06:55:00.691Z,316.60,199.29,-568.26,453.18,-203.49
2009-07-24T06:56:28.703Z,430.53,283.69,-551.32,-637.02,11.66
2009-07-24T06:58:08.986Z,454.01,274.14,-557.33,308.49,254.00
2009-07-24T06:59:46.958Z,386.13,240.47,-559.99,11.66,306.36
2009-07-24T07:01:21.835Z,395.54,240.51,-553.33,698.08,202.28
2009-07-24T07:02:59.775Z,399.80,252.80,-560.01,-693.51,231.87
2009-07-24T07:04:56.076Z,413.80,237.42,-572.77,968.37,329.14
2009-07-24T07:06:18.712Z,406.47,251.64,-568.43,12.72,276.89
2009-07-24T07:07:53.589Z,387.62,235.38,-576.73,11.27,236.11
2009-07-24T07:09:34.449Z,447.42,273.88,-590.04,134.30,290.49
2009-07-24T07:11:09.466Z,448.73,264.51,-579.12,196.71,226.75
2009-07-24T07:12:47.406Z,410.22,241.01,-577.42,190.08,263.25
2009-07-24T07:17:41.220Z,417.15,246.57,-572.88,410.49,305.17
2009-07-24T07:19:19.160Z,432.96,269.00,-571.36,197.39,251.05
2009-07-24T07:21:17.628Z,450.33,259.21,-574.71,-127.28,188.20
2009-07-24T07:22:38.062Z,419.07,264.10,-565.23,-496.34,282.48
2009-07-24T07:24:12.974Z,402.26,253.11,-566.35,325.50,974.98
2009-07-24T07:25:48.535Z,453.16,271.68,-547.68,231.86,171.03
2009-07-24T07:27:28.031Z,311.78,381.05,-554.80,877.89,-781.42
2009-07-24T07:29:07.472Z,434.41,267.28,-546.95,207.52,207.92
2009-07-24T07:30:46.259Z,433.65,290.96,-551.53,559.09,140.02
2009-07-24T07:32:18.785Z,357.44,337.70,-534.60,266.91,-637.96
2009-07-24T07:34:03.666Z,433.75,253.87,-566.15,130.61,216.44
2009-07-24T07:35:35.484Z,414.51,243.86,-550.84,167.29,191.01
2009-07-24T07:37:31.785Z,400.10,233.12,-551.73,995.03,222.36
2009-07-24T07:38:50.539Z,389.35,300.19,-549.49,-517.70,10.48
2009-07-24T07:40:29.980Z,429.07,254.45,-543.42,-205.50,163.64
2009-07-24T07:42:09.476Z,446.00,325.75,-544.51,393.30,-124.26
2009-07-24T07:43:47.414Z,452.20,320.45,-546.72,926.14,-364.58
2009-07-24T07:45:29.236Z,443.17,259.43,-560.36,172.89,12.92
2009-07-24T07:46:58.027Z,382.22,271.02,-556.94,428.84,783.61
2009-07-24T07:48:41.230Z,437.37,308.15,-548.76,10.60,265.22
2009-07-24T07:50:13.869Z,363.74,322.69,-541.69,-396.27,478.05
2009-07-24T07:51:54.869Z,483.86,321.07,-538.09,-407.14,-257.48
2009-07-24T07:53:51.169Z,448.44,260.69,-565.02,249.56,130.79
2009-07-24T07:55:13.806Z,415.33,254.81,-557.62,285.45,218.85
2009-07-24T07:56:44.800Z,427.12,368.54,-545.07,-191.97,11.62
2009-07-24T07:58:25.871Z,403.12,328.79,-540.68,10.70,-124.18
2009-07-24T07:59:56.910Z,363.31,372.10,-540.64,751.59,-629.45
2009-07-24T08:01:44.738Z,425.54,289.08,-552.30,114.77,-247.97
2009-07-24T08:03:16.484Z,396.17,303.84,-551.49,11.25,-174.08
2009-07-24T08:04:55.140Z,433.85,255.24,-548.93,-190.94,-276.01
2009-07-24T08:06:32.361Z,458.77,282.95,-550.91,-173.28,-123.25
2009-07-24T08:08:07.992Z,406.23,320.34,-536.96,169.33,-522.81
2009-07-24T08:10:07.494Z,398.04,262.61,-543.40,12.19,206.99
2009-07-24T08:11:39.347Z,547.69,330.06,-551.10,229.97,883.93
2009-07-24T08:13:01.947Z,448.08,314.82,-547.68,198.81,935.61
2009-07-24T08:14:52.126Z,453.33,251.66,-551.18,316.98,279.80
2009-07-24T08:16:20.062Z,438.51,329.80,-539.59,281.08,312.75
2009-07-24T08:18:01.882Z,403.50,286.51,-544.97,-286.62,803.50
2009-07-24T08:19:42.742Z,413.30,287.26,-547.82,-416.06,10.25
2009-07-24T08:21:26.800Z,435.82,263.36,-583.99,-112.64,176.77
2009-07-24T08:22:55.664Z,413.87,245.75,-569.91,-672.27,752.76
2009-07-24T08:24:32.744Z,576.82,342.61,-559.89,922.70,-112.12
2009-07-24T08:26:28.234Z,406.44,222.55,-552.01,-119.72,493.55
2009-07-24T08:27:49.337Z,468.62,252.62,-560.48,-230.01,-332.33
2009-07-24T08:29:27.277Z,437.86,249.09,-573.37,-186.81,-805.81
2009-07-24T08:31:05.390Z,435.61,252.04,-559.11,254.12,286.70
2009-07-24T08:32:43.330Z,390.13,218.97,-571.44,223.30,327.19
2009-07-24T08:34:21.269Z,520.33,299.99,-564.18,634.45,291.58
2009-07-24T08:35:55.970Z,420.70,233.33,-560.44,-123.22,588.95
2009-07-24T08:37:37.111Z,442.39,250.56,-568.89,449.00,275.59
2009-07-24T08:39:19.640Z,472.42,271.02,-596.98,-500.07,364.71
2009-07-24T08:40:39.958Z,482.75,299.67,-537.92,-140.04,188.89
2009-07-24T08:42:49.324Z,462.20,253.34,-555.08,427.61,-744.68
