EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,SW_VTH__km/s,ION_NP__#/cc,VX_(GSM)_(@_x_)_km/s,VY_(GSM)_(@_y_)_km/s,VZ_(GSM)_(@_z_)_km/s
2009-07-05T09:01:24.173Z,376.08,759.89,-354.65,178.83,666.09
2009-07-05T09:03:02.111Z,359.29,621.70,-354.70,436.23,-257.47
2009-07-05T09:04:33.929Z,370.25,644.12,-353.16,-808.72,305.00
2009-07-05T09:06:17.992Z,400.28,716.11,-355.00,111.38,417.41
2009-07-05T09:07:59.128Z,308.72,616.92,-361.43,487.48,-134.88
2009-07-05T09:09:18.562Z,366.71,646.78,-354.07,-616.55,270.46
2009-07-05T09:11:08.746Z,418.37,672.47,-351.35,907.13,290.81
2009-07-05T09:12:46.683Z,405.33,643.14,-353.59,401.56,-767.24
2009-07-05T09:14:21.558Z,370.72,655.95,-350.58,-525.42,-928.27
2009-07-05T09:15:55.046Z,289.43,546.38,-355.32,114.06,-241.01
2009-07-05T09:17:37.437Z,276.90,508.11,-356.01,157.67,-368.54
2009-07-05T09:19:12.316Z,277.07,520.64,-353.81,193.34,-597.36
2009-07-05T09:20:56.374Z,297.24,559.05,-355.41,-251.51,-863.10
2009-07-05T09:22:28.191Z,293.34,573.81,-356.42,-123.23,-590.39
2009-07-05T09:24:06.128Z,280.63,553.39,-354.23,-295.36,-113.94
2009-07-05T09:25:44.066Z,283.55,566.16,-348.66,-249.01,-483.59
2009-07-05T09:27:28.128Z,289.53,528.95,-349.50,-205.90,-674.79
2009-07-05T09:29:06.066Z,297.46,554.48,-349.97,-129.16,-946.04
2009-07-05T09:30:40.941Z,289.89,589.51,-349.63,147.03,-114.58
2009-07-05T09:32:14.292Z,287.24,553.10,-346.25,-542.29,-322.78
2009-07-05T09:33:56.820Z,255.77,450.30,-355.63,267.98,-230.70
2009-07-05T09:35:37.820Z,294.68,576.48,-350.10,-723.54,-953.82
2009-07-05T09:37:15.757Z,297.83,590.95,-349.15,-699.25,-258.37
2009-07-05T09:38:53.695Z,299.42,580.71,-350.01,-674.65,-323.23
2009-07-05T09:40:31.636Z,293.08,572.24,-349.68,-625.90,-256.70
2009-07-05T09:42:09.574Z,293.56,603.00,-349.83,-761.96,-244.93
2009-07-05T09:43:44.449Z,290.95,530.45,-346.23,-649.20,-309.87
2009-07-05T09:45:25.449Z,268.45,453.15,-353.39,-388.98,-259.96
2009-07-05T09:46:57.265Z,286.95,491.84,-349.35,-422.38,-636.50
2009-07-05T09:48:33.675Z,281.17,506.48,-350.16,-503.70,-713.66
2009-07-05T09:50:16.203Z,272.29,472.49,-351.51,-376.90,-541.17
2009-07-05T09:51:57.203Z,288.24,495.53,-352.47,-436.79,-666.21
2009-07-05T09:53:29.019Z,269.17,456.65,-355.43,-689.93,-573.43
2009-07-05T09:55:06.960Z,277.84,475.63,-352.94,247.94,-617.18
2009-07-05T09:56:51.019Z,277.53,490.99,-349.18,191.26,-852.01
2009-07-05T09:58:28.957Z,276.60,474.03,-347.67,213.20,-906.46
2009-07-05T10:00:03.832Z,293.89,501.63,-347.38,-136.01,-101.59
2009-07-05T10:01:44.835Z,272.57,474.86,-350.44,-108.59,-114.43
2009-07-05T10:03:25.832Z,298.18,726.09,-356.60,784.71,-797.15
2009-07-05T10:04:53.058Z,334.92,567.18,-344.74,-121.34,-762.65
2009-07-05T10:06:35.585Z,297.68,493.41,-345.62,-662.45,-136.57
2009-07-05T10:08:16.585Z,313.34,526.47,-344.84,-407.28,791.02
2009-07-05T10:09:54.527Z,292.02,540.04,-346.74,229.82,-335.18
2009-07-05T10:11:32.464Z,300.74,587.60,-351.13,219.48,-723.87
2009-07-05T10:13:10.402Z,313.32,575.63,-353.04,-153.18,-716.99
2009-07-05T10:14:48.339Z,307.75,612.62,-353.43,265.58,-600.23
2009-07-05T10:16:20.160Z,306.94,613.25,-352.55,218.54,-819.70
2009-07-05T10:18:04.218Z,322.87,598.47,-354.48,-998.30,-685.21
2009-07-05T10:19:36.035Z,329.07,599.59,-352.28,224.81,-472.51
2009-07-05T10:21:12.441Z,314.73,609.98,-347.67,412.35,-244.26
2009-07-05T10:22:54.972Z,294.81,526.00,-352.55,228.76,-363.50
2009-07-05T10:24:32.910Z,292.88,525.46,-352.92,267.88,-698.61
2009-07-05T10:26:10.851Z,289.94,531.36,-353.20,238.55,-406.71
2009-07-05T10:29:20.605Z,282.22,548.46,-353.75,-111.69,-235.26
2009-07-05T10:30:58.542Z,293.32,525.27,-355.33,426.18,-546.78
2009-07-05T10:32:36.480Z,293.31,576.73,-354.70,728.48,-256.69
2009-07-05T10:34:14.421Z,290.36,561.08,-354.06,158.49,-396.34
2009-07-05T10:35:52.359Z,275.75,565.41,-357.21,165.50,291.77
2009-07-05T10:37:28.906Z,301.74,596.33,-354.69,140.54,117.18
2009-07-05T10:39:11.296Z,283.38,612.30,-356.04,-805.40,178.39
2009-07-05T10:40:46.996Z,301.08,570.58,-356.29,789.22,179.53
2009-07-05T10:42:30.234Z,302.66,589.94,-357.25,592.39,120.54
2009-07-05T10:44:02.050Z,312.32,606.12,-357.79,793.89,-227.09
2009-07-05T10:45:40.027Z,312.85,624.63,-359.14,317.07,-162.20
2009-07-05T10:47:17.929Z,320.90,573.60,-350.71,-129.01,-111.63
2009-07-05T10:49:03.515Z,308.05,630.03,-357.46,135.35,222.17
2009-07-05T10:50:33.804Z,332.96,689.04,-356.60,718.41,-103.03
2009-07-05T10:52:11.742Z,397.10,931.50,-348.54,272.86,-730.63
2009-07-05T10:53:46.621Z,327.56,707.66,-355.37,11.61,-770.13
2009-07-05T10:55:27.617Z,314.96,672.31,-358.64,962.52,-747.66
2009-07-05T10:57:02.499Z,325.00,702.74,-355.97,11.23,-994.20
2009-07-05T10:58:40.437Z,335.44,740.16,-357.91,133.59,-544.64
2009-07-05T11:00:18.375Z,329.97,702.16,-356.70,134.53,-884.48
2009-07-05T11:01:56.312Z,329.55,679.21,-357.71,145.85,-753.27
2009-07-05T11:03:34.253Z,321.25,670.58,-357.34,140.80,-611.32
2009-07-05T11:05:12.191Z,325.81,682.42,-357.44,150.24,-643.55
2009-07-05T11:06:50.128Z,317.55,679.03,-356.77,144.00,-536.65
2009-07-05T11:08:28.066Z,322.50,656.41,-356.72,131.37,-677.64
2009-07-05T11:10:07.535Z,317.12,632.66,-357.48,137.68,-446.83
2009-07-05T11:11:47.003Z,296.22,619.99,-354.94,147.35,-511.97
2009-07-05T11:13:21.882Z,306.45,629.25,-354.57,148.52,-602.66
2009-07-05T11:15:05.945Z,309.42,606.18,-354.75,12.20,-744.15
2009-07-05T11:16:43.882Z,325.99,616.75,-354.93,130.17,-511.32
2009-07-05T11:18:17.226Z,276.32,596.82,-354.21,909.14,-632.65
2009-07-05T11:19:53.636Z,338.17,647.50,-349.13,-412.14,669.40
2009-07-05T11:21:37.734Z,343.94,710.81,-356.11,10.04,-237.25
2009-07-05T11:23:16.457Z,291.33,716.25,-360.32,12.86,704.14
2009-07-05T11:24:48.273Z,302.98,692.10,-358.73,775.12,362.73
2009-07-05T11:26:25.531Z,296.52,663.88,-356.26,271.24,245.17
2009-07-05T11:28:07.214Z,289.01,618.57,-359.98,431.83,415.00
2009-07-05T11:29:42.089Z,301.09,608.45,-360.50,799.59,244.24
2009-07-05T11:31:20.027Z,308.02,648.60,-361.48,547.21,970.58
2009-07-05T11:33:00.343Z,296.30,625.19,-363.55,834.96,-181.57
2009-07-05T11:34:36.613Z,301.43,628.99,-363.52,758.13,142.10
2009-07-05T11:36:14.550Z,299.26,606.56,-362.38,778.62,-438.99
2009-07-05T11:37:57.082Z,291.88,616.11,-364.32,10.70,-134.31
2009-07-05T11:39:27.367Z,290.69,613.55,-363.11,12.95,135.13
2009-07-05T11:41:07.660Z,311.60,632.39,-362.65,11.83,221.20
2009-07-05T11:42:46.304Z,311.65,635.89,-360.77,150.86,336.16
2009-07-05T11:44:26.597Z,314.58,643.74,-362.58,143.12,941.44
2009-07-05T11:46:01.472Z,300.49,656.73,-359.32,153.44,242.36
2009-07-05T11:47:45.535Z,299.11,657.91,-361.03,130.27,-181.46
2009-07-05T11:49:17.351Z,313.09,664.27,-360.67,12.17,-175.79
2009-07-05T11:50:55.289Z,302.72,666.54,-360.96,11.56,-300.44
2009-07-05T11:52:33.226Z,317.12,656.46,-358.14,10.82,384.23
2009-07-05T11:54:17.289Z,287.99,619.82,-356.69,10.30,321.70
2009-07-05T11:55:55.226Z,277.54,608.50,-355.06,964.61,278.95
2009-07-05T11:57:27.042Z,282.88,603.73,-357.42,928.58,278.98
2009-07-05T11:59:04.300Z,296.57,702.77,-359.36,625.34,776.16
2009-07-05T12:00:45.984Z,284.33,671.21,-357.48,11.51,526.68
2009-07-05T12:02:20.859Z,296.56,577.69,-358.03,140.77,160.36
2009-07-05T12:04:04.917Z,292.14,580.62,-356.82,11.48,230.21
2009-07-05T12:05:37.445Z,323.25,559.71,-358.97,10.80,-104.87
2009-07-05T12:07:11.613Z,334.38,550.16,-360.33,12.34,200.60
2009-07-05T12:08:49.550Z,334.61,544.39,-356.56,777.61,-957.35
2009-07-05T12:10:28.199Z,329.41,531.07,-358.88,773.59,-506.08
2009-07-05T12:12:04.609Z,318.38,562.30,-357.78,831.39,668.54
2009-07-05T12:13:44.074Z,323.67,602.89,-359.40,510.15,166.13
2009-07-05T12:15:22.015Z,328.46,599.98,-358.90,557.22,116.52
2009-07-05T12:17:03.015Z,314.63,563.82,-359.94,834.08,258.66
2009-07-05T12:18:37.183Z,349.60,579.78,-359.47,727.52,140.05
2009-07-05T12:20:21.242Z,331.26,571.29,-360.74,10.02,143.58
2009-07-05T12:21:55.300Z,334.36,616.07,-359.85,10.41,277.88
2009-07-05T12:23:37.828Z,323.93,608.73,-358.08,911.89,-382.90
2009-07-05T12:25:08.117Z,336.80,611.59,-357.03,640.47,176.44
2009-07-05T12:26:52.175Z,324.14,620.07,-352.00,10.19,-651.99
2009-07-05T12:28:30.117Z,290.33,547.91,-355.74,904.40,-403.65
2009-07-05T12:30:01.933Z,286.64,527.31,-354.40,386.29,-403.49
2009-07-05T12:31:40.011Z,322.53,586.67,-357.82,-512.72,-490.68
2009-07-05T12:33:16.417Z,322.97,627.31,-360.78,467.68,-480.08
2009-07-05T12:34:54.355Z,306.39,621.49,-363.08,-237.40,-590.98
2009-07-05T12:36:26.171Z,308.84,613.93,-362.81,192.47,-352.68
2009-07-05T12:38:11.625Z,310.28,643.50,-363.21,359.95,-406.36
2009-07-05T12:39:46.503Z,307.04,632.34,-366.30,278.66,-667.28
2009-07-05T12:41:24.441Z,330.79,664.26,-363.56,535.07,-630.67
2009-07-05T12:43:00.851Z,300.34,621.86,-363.46,339.06,-915.83
2009-07-05T12:44:38.789Z,295.03,549.77,-362.83,543.98,-629.67
2009-07-05T12:46:16.867Z,300.98,625.67,-361.12,873.22,-125.83
2009-07-05T12:47:57.722Z,317.85,599.07,-365.59,107.63,-108.90
2009-07-05T12:49:32.746Z,309.15,518.87,-361.10,349.48,-496.75
2009-07-05T12:51:12.074Z,312.73,599.29,-359.00,597.26,-399.93
2009-07-05T12:52:50.011Z,302.91,576.63,-354.28,170.06,-313.84
2009-07-05T12:54:34.070Z,332.37,658.02,-355.44,247.35,678.30
2009-07-05T12:56:05.890Z,339.33,645.11,-356.53,149.81,101.76
2009-07-05T12:57:49.949Z,328.16,588.50,-357.20,-167.00,-229.91
2009-07-05T12:59:21.906Z,299.29,569.89,-358.67,253.32,-128.43
2009-07-05T13:01:01.230Z,308.01,544.87,-357.17,289.13,927.69
2009-07-05T13:02:39.312Z,282.60,540.98,-361.66,-507.64,996.42
2009-07-05T13:04:15.722Z,291.71,528.55,-359.44,145.43,619.07
2009-07-05T13:05:57.402Z,274.67,513.40,-360.08,240.62,333.21
2009-07-05T13:07:32.281Z,279.94,521.72,-359.94,257.81,341.58
2009-07-05T13:09:10.218Z,273.84,602.12,-351.79,224.14,133.13
2009-07-05T13:10:54.277Z,274.80,604.84,-356.87,171.54,10.48
2009-07-05T13:12:26.093Z,275.10,587.27,-355.36,166.24,943.11
2009-07-05T13:14:10.156Z,248.78,598.75,-355.09,173.85,792.46
2009-07-05T13:15:41.972Z,269.56,637.25,-353.63,238.72,623.47
2009-07-05T13:17:28.410Z,272.55,622.74,-356.05,-504.98,11.86
2009-07-05T13:18:55.496Z,264.97,613.59,-350.32,182.96,10.42
2009-07-05T13:20:35.109Z,279.15,596.91,-352.80,192.23,11.86
2009-07-05T13:22:15.964Z,256.08,580.99,-351.88,206.24,863.05
2009-07-05T13:23:56.964Z,274.46,588.96,-351.94,141.16,11.82
2009-07-05T13:25:28.921Z,265.94,570.70,-349.80,381.66,855.73
2009-07-05T13:27:06.859Z,269.45,528.92,-349.27,761.60,142.02
2009-07-05T13:28:44.796Z,260.80,601.06,-351.11,-712.53,223.99
2009-07-05T13:30:24.949Z,241.01,529.34,-350.65,246.98,154.92
2009-07-05T13:32:02.066Z,263.16,624.59,-347.23,-307.87,705.07
2009-07-05T13:33:41.535Z,257.24,587.24,-348.73,725.89,476.57
2009-07-05T13:35:19.472Z,284.50,601.55,-349.82,460.07,308.91
2009-07-05T13:36:50.582Z,266.25,597.27,-349.99,299.82,671.36
2009-07-05T13:38:30.757Z,247.10,564.41,-348.28,438.06,519.64
2009-07-05T13:40:11.757Z,249.11,565.81,-348.67,109.67,623.30
2009-07-05T13:41:48.304Z,259.35,508.78,-348.04,171.00,742.05
2009-07-05T13:43:26.246Z,257.29,537.33,-347.29,162.87,413.73
2009-07-05T13:45:04.183Z,260.65,552.33,-346.89,-397.26,574.20
2009-07-05T13:46:43.511Z,248.15,568.05,-348.64,-361.16,510.94
2009-07-05T13:48:20.062Z,264.94,610.22,-347.63,-458.40,734.76
2009-07-05T13:49:57.999Z,260.69,584.42,-346.66,-215.27,456.13
2009-07-05T13:51:38.859Z,256.24,586.54,-346.87,-208.64,292.67
2009-07-05T13:53:09.144Z,275.52,612.05,-347.21,-316.79,-158.05
2009-07-05T13:54:50.144Z,241.54,550.30,-347.35,350.42,392.51
2009-07-05T13:56:29.753Z,236.70,575.72,-350.28,523.19,11.04
2009-07-05T13:58:09.082Z,225.21,494.47,-350.89,-291.75,643.63
2009-07-05T13:59:48.550Z,222.86,497.07,-350.13,-116.34,577.30
2009-07-05T14:01:24.960Z,231.92,509.58,-348.77,-948.37,642.28
2009-07-05T14:03:02.898Z,231.06,504.83,-347.81,-947.67,706.89
2009-07-05T14:04:40.835Z,228.61,491.74,-348.53,-255.66,685.84
2009-07-05T14:06:18.777Z,237.21,499.44,-348.82,-353.22,677.42
2009-07-05T14:07:55.324Z,237.29,553.57,-349.97,-464.76,905.57
2009-07-05T14:09:28.531Z,253.24,592.15,-344.74,-776.25,407.55
2009-07-05T14:11:14.261Z,240.28,553.71,-346.50,-587.83,556.58
2009-07-05T14:12:49.140Z,234.09,535.65,-347.25,-674.91,584.27
2009-07-05T14:14:27.078Z,236.49,544.28,-347.57,-657.36,664.83
2009-07-05T14:16:06.406Z,234.28,548.07,-347.93,-617.77,469.70
2009-07-05T14:17:41.285Z,243.86,567.59,-349.24,-676.22,198.68
2009-07-05T14:19:19.222Z,221.87,570.85,-350.27,-730.12,702.13
2009-07-05T14:20:57.164Z,229.93,608.05,-348.61,-926.29,458.07
2009-07-05T14:22:35.101Z,211.90,611.80,-348.47,-913.13,979.02
2009-07-05T14:24:13.003Z,230.60,601.81,-347.47,-120.83,206.08
2009-07-05T14:25:44.855Z,227.21,684.24,-347.13,-946.97,12.40
2009-07-05T14:27:30.589Z,225.42,701.13,-346.60,509.64,12.56
2009-07-05T14:29:04.687Z,202.64,742.37,-343.14,756.62,12.81
2009-07-05T14:30:43.402Z,216.96,679.99,-345.74,470.29,150.65
2009-07-05T14:32:21.339Z,213.82,670.83,-344.22,-295.45,137.19
2009-07-05T14:33:59.281Z,214.48,693.65,-347.62,-115.27,12.77
2009-07-05T14:35:37.183Z,197.96,649.65,-343.90,-197.67,883.77
2009-07-05T14:38:53.058Z,225.65,673.08,-346.81,-178.09,977.70
2009-07-05T14:40:31.000Z,215.16,656.80,-346.54,-183.79,962.76
2009-07-05T14:42:04.242Z,224.58,710.72,-346.21,-136.01,924.93
2009-07-05T14:43:49.937Z,195.17,660.17,-345.04,-144.24,11.03
2009-07-05T14:45:24.812Z,205.93,697.77,-347.16,-155.24,913.19
2009-07-05T14:47:04.144Z,195.56,657.83,-347.91,-150.97,776.02
2009-07-05T14:48:40.691Z,200.98,650.72,-347.09,-158.76,923.20
2009-07-05T14:50:18.628Z,199.44,641.26,-347.07,-167.75,10.18
2009-07-05T14:51:57.960Z,200.99,663.60,-347.52,-150.84,10.25
2009-07-05T14:53:35.898Z,202.07,651.00,-347.70,-142.58,886.66
2009-07-05T14:55:13.871Z,212.00,682.06,-347.33,-128.87,908.63
2009-07-05T14:56:51.773Z,190.65,622.60,-346.93,-159.62,803.78
2009-07-05T14:58:23.593Z,219.54,625.97,-347.15,-164.25,637.15
2009-07-05T15:00:04.589Z,193.20,669.39,-347.67,-174.10,568.65
2009-07-05T15:01:45.624Z,207.41,633.80,-348.27,-148.05,609.94
2009-07-05T15:03:23.566Z,203.86,598.18,-349.58,-138.81,410.34
2009-07-05T15:05:01.503Z,192.74,616.78,-348.74,-127.69,456.11
2009-07-05T15:06:39.406Z,197.11,609.23,-347.48,-151.16,514.84
2009-07-05T15:08:14.320Z,189.02,664.63,-346.35,-127.48,601.16
2009-07-05T15:09:52.257Z,199.15,647.37,-346.85,-125.59,547.80
2009-07-05T15:11:30.160Z,189.37,664.49,-347.04,-138.83,379.41
2009-07-05T15:13:08.136Z,159.04,630.96,-349.70,-127.94,224.80
2009-07-05T15:14:40.777Z,160.60,768.16,-352.63,-109.03,515.08
2009-07-05T15:16:20.949Z,139.69,688.61,-350.75,-922.24,263.47
2009-07-05T15:18:01.953Z,138.37,685.67,-350.58,-101.37,121.36
2009-07-05T15:19:38.500Z,12.82,738.22,-352.52,-116.36,110.88
2009-07-05T15:21:16.437Z,12.79,768.69,-352.89,-125.25,183.50
2009-07-05T15:22:54.375Z,132.62,779.20,-354.04,-117.89,140.39
2009-07-05T15:24:29.117Z,134.04,769.83,-354.06,-977.27,261.78
2009-07-05T15:26:07.195Z,145.95,696.74,-352.13,-121.13,220.26
2009-07-05T15:27:48.050Z,131.98,751.81,-353.57,-110.83,133.17
2009-07-05T15:29:22.929Z,131.42,779.99,-353.79,-107.37,257.43
2009-07-05T15:31:00.160Z,148.34,827.48,-353.54,-111.80,281.35
2009-07-05T15:32:42.007Z,12.80,809.08,-354.02,-126.96,339.01
2009-07-05T15:34:16.886Z,137.57,849.13,-355.05,-129.51,712.67
2009-07-05T15:35:54.824Z,138.15,804.64,-354.37,-109.24,610.90
2009-07-05T15:37:32.624Z,139.71,813.34,-353.37,-109.65,515.68
2009-07-05T15:39:10.562Z,140.03,834.46,-353.31,-107.94,558.71
2009-07-05T15:40:51.699Z,12.89,811.77,-354.49,-129.56,523.84
2009-07-05T15:42:26.441Z,12.83,770.61,-352.61,-114.28,429.73
2009-07-05T15:44:07.437Z,11.19,577.20,-352.62,-786.75,258.77
2009-07-05T15:45:42.316Z,11.92,554.03,-350.12,-726.74,165.65
2009-07-05T15:47:18.722Z,148.07,569.65,-346.19,-964.84,-158.52
2009-07-05T15:48:58.335Z,12.36,549.09,-344.80,-862.28,-332.05
2009-07-05T15:50:40.722Z,12.20,556.15,-346.80,-731.67,-430.56
2009-07-05T15:52:18.660Z,12.18,552.22,-346.68,-666.02,-344.76
2009-07-05T15:53:56.601Z,12.51,564.21,-347.22,-694.24,-623.26
2009-07-05T15:55:34.539Z,12.62,543.47,-348.17,-740.21,-602.45
2009-07-05T15:57:12.476Z,12.55,546.12,-348.29,-685.10,846.03
2009-07-05T15:58:50.417Z,12.72,545.70,-347.73,-741.90,-513.37
2009-07-05T16:00:25.292Z,12.64,542.64,-347.76,-711.32,532.61
2009-07-05T16:02:01.839Z,12.36,567.13,-347.21,-981.80,191.71
2009-07-05T16:03:35.050Z,148.50,555.65,-348.48,-841.30,127.95
2009-07-05T16:05:16.046Z,12.75,567.11,-348.28,-775.65,-489.80
2009-07-05T16:06:57.046Z,12.60,566.64,-348.18,-828.52,258.91
2009-07-05T16:08:34.984Z,12.89,558.94,-347.67,-751.77,-190.94
2009-07-05T16:10:12.925Z,12.68,568.41,-347.93,-820.33,-538.33
2009-07-05T16:11:50.863Z,12.58,536.61,-347.52,-787.13,-254.81
2009-07-05T16:13:30.332Z,12.77,529.38,-349.27,-754.72,419.51
2009-07-05T16:15:06.742Z,12.74,551.52,-348.52,-849.67,-950.22
2009-07-05T16:16:44.679Z,12.81,547.49,-348.52,-929.78,-193.48
2009-07-05T16:18:22.617Z,12.80,536.77,-348.37,-742.81,-168.22
2009-07-05T16:19:54.433Z,148.93,552.59,-349.45,-924.18,-218.48
2009-07-05T16:21:36.964Z,12.89,527.98,-349.95,-891.41,-210.71
2009-07-05T16:23:14.902Z,12.91,532.97,-350.10,-843.46,-211.32
2009-07-05T16:24:52.980Z,12.84,556.36,-350.79,-124.28,-359.19
2009-07-05T16:26:30.781Z,12.90,576.39,-350.39,-887.61,-176.01
2009-07-05T16:28:11.781Z,130.06,577.85,-350.71,-874.02,137.95
2009-07-05T16:29:46.656Z,12.73,540.37,-349.74,-804.83,129.72
2009-07-05T16:31:26.128Z,12.67,566.11,-347.96,-837.41,-135.83
2009-07-05T16:33:04.066Z,12.12,550.75,-347.61,-867.21,-234.00
2009-07-05T16:34:42.003Z,12.07,546.87,-348.06,-783.69,-560.83
2009-07-05T16:36:13.820Z,145.83,582.65,-349.15,-110.97,759.35
2009-07-05T16:37:53.433Z,12.36,614.74,-345.80,-134.94,124.62
2009-07-05T16:39:34.429Z,12.87,638.37,-345.04,-137.78,258.01
2009-07-05T16:41:12.367Z,12.43,627.48,-344.56,-128.59,199.11
2009-07-05T16:42:50.304Z,12.14,575.94,-345.04,-119.12,165.60
2009-07-05T16:44:28.246Z,12.33,611.34,-343.81,-112.28,334.82
2009-07-05T16:46:06.183Z,12.99,617.38,-342.38,-109.82,255.06
2009-07-05T16:47:44.121Z,131.80,602.14,-341.38,-972.28,345.25
2009-07-05T16:49:22.062Z,12.68,592.68,-341.50,-916.37,351.29
2009-07-05T16:50:56.937Z,12.72,596.63,-342.19,-898.79,259.90
2009-07-05T16:52:30.144Z,151.43,642.79,-343.16,-112.03,206.77
2009-07-05T16:54:15.878Z,12.35,616.16,-344.00,-107.67,196.17
2009-07-05T16:55:50.753Z,12.07,581.16,-345.64,-120.74,-574.94
2009-07-05T16:57:28.691Z,12.31,589.57,-345.18,-110.71,653.87
2009-07-05T16:59:06.632Z,12.44,582.97,-345.12,-104.44,-278.47
2009-07-05T17:00:44.570Z,131.10,611.51,-345.86,-112.27,-559.66
2009-07-05T17:02:22.507Z,12.94,590.93,-346.10,-104.29,-972.80
2009-07-05T17:04:00.445Z,12.69,580.84,-344.63,-901.00,974.97
2009-07-05T17:05:38.386Z,12.63,583.42,-344.78,-108.97,870.45
2009-07-05T17:07:16.324Z,12.27,566.25,-344.73,-929.99,-382.23
2009-07-05T17:08:49.531Z,153.94,573.09,-345.87,-795.16,999.64
2009-07-05T17:10:35.265Z,12.13,558.52,-343.56,-812.69,-113.58
2009-07-05T17:12:10.140Z,12.29,553.54,-344.36,-744.19,304.58
2009-07-05T17:13:48.078Z,12.60,559.97,-344.05,-819.62,-191.02
2009-07-05T17:15:26.015Z,12.48,534.15,-345.65,-853.69,-170.76
2009-07-05T17:17:03.957Z,12.99,571.08,-345.07,-918.75,-151.39
2009-07-05T17:18:41.894Z,12.68,574.62,-343.33,-849.47,-240.13
2009-07-05T17:20:19.832Z,12.43,575.79,-344.02,-877.64,-110.93
2009-07-05T17:21:57.773Z,136.47,615.81,-345.61,-107.96,-247.69
2009-07-05T17:23:35.710Z,137.49,597.89,-344.83,-978.77,892.88
2009-07-05T17:25:08.917Z,159.31,603.98,-344.74,-949.53,257.25
2009-07-05T17:26:54.648Z,148.64,691.47,-343.75,-124.93,255.55
2009-07-05T17:28:29.527Z,139.06,669.49,-343.26,-109.77,658.70
2009-07-05T17:30:07.464Z,131.72,626.57,-345.01,-110.84,384.33
2009-07-05T17:31:45.402Z,138.05,642.22,-343.46,-120.75,248.08
2009-07-05T17:33:23.339Z,140.53,663.44,-342.58,-129.05,119.03
2009-07-05T17:34:59.750Z,137.50,625.58,-341.97,-124.09,-417.24
2009-07-05T17:36:36.160Z,143.63,663.39,-341.18,-145.86,-200.82
2009-07-05T17:38:15.624Z,141.47,668.12,-342.00,-148.40,388.26
2009-07-05T17:39:55.093Z,142.23,678.04,-342.61,-150.45,-114.84
2009-07-05T17:41:25.242Z,164.03,681.34,-343.48,-139.53,-840.43
2009-07-05T17:43:10.976Z,137.95,606.60,-343.53,-139.57,158.94
2009-07-05T17:44:45.851Z,141.10,673.25,-344.06,-144.92,681.81
2009-07-05T17:46:23.789Z,137.55,603.74,-343.61,-128.92,148.50
2009-07-05T17:48:01.730Z,137.54,626.59,-343.76,-136.12,128.32
2009-07-05T17:49:39.667Z,134.42,587.86,-344.77,-129.00,156.86
2009-07-05T17:51:15.898Z,12.85,662.83,-343.15,-124.92,270.73
2009-07-05T17:52:55.507Z,134.40,590.80,-342.51,-148.64,440.79
2009-07-05T17:54:33.484Z,137.64,574.61,-342.96,-129.32,790.48
2009-07-05T17:56:11.421Z,138.87,632.80,-343.43,-133.48,720.02
2009-07-05T17:57:43.238Z,151.33,570.18,-342.93,-126.51,621.63
2009-07-05T17:59:30.359Z,140.05,638.51,-342.57,-105.47,342.16
2009-07-05T18:01:05.238Z,137.02,722.72,-341.34,-852.28,298.21
2009-07-05T18:02:43.175Z,143.76,724.42,-343.09,-110.12,406.10
2009-07-05T18:04:21.113Z,141.98,655.76,-343.04,-113.36,692.66
2009-07-05T18:05:59.050Z,141.91,626.23,-343.46,-997.95,729.77
2009-07-05T18:07:36.992Z,143.10,675.22,-343.65,-103.41,676.51
2009-07-05T18:09:11.871Z,151.09,771.40,-341.74,-104.73,527.18
2009-07-05T18:10:49.808Z,150.95,737.84,-343.91,-993.38,524.50
2009-07-05T18:12:29.140Z,133.08,601.58,-345.98,-103.72,523.82
2009-07-05T18:14:00.953Z,155.66,621.02,-345.70,-100.91,556.02
2009-07-05T18:15:46.687Z,150.09,798.62,-345.07,-143.41,652.80
2009-07-05T18:17:21.390Z,145.72,851.20,-345.59,-144.45,260.04
2009-07-05T18:19:00.851Z,156.73,846.56,-346.05,-200.30,482.25
2009-07-05T18:20:37.265Z,147.99,10.48,-344.75,-163.19,-198.08
2009-07-05T18:22:16.726Z,143.73,10.22,-346.78,-186.55,-385.77
2009-07-05T18:23:53.148Z,150.24,10.70,-345.98,-173.76,-291.39
2009-07-05T18:25:31.085Z,146.26,964.16,-348.12,-150.25,-302.18
2009-07-05T18:27:09.195Z,148.45,985.11,-347.11,-152.96,-237.23
2009-07-05T18:28:46.960Z,139.73,961.81,-347.73,-155.08,-384.56
2009-07-05T18:30:20.304Z,162.53,10.04,-347.19,-152.87,-512.37
2009-07-05T18:31:59.773Z,138.13,941.29,-346.09,-150.54,-496.80
2009-07-05T18:33:40.773Z,142.06,967.79,-346.33,-148.98,-461.66
2009-07-05T18:35:18.882Z,142.89,947.05,-344.44,-156.86,-427.87
2009-07-05T18:36:56.828Z,142.02,928.13,-343.79,-164.00,-315.63
2009-07-05T18:38:34.765Z,135.79,839.35,-344.37,-157.04,-344.80
2009-07-05T18:40:12.703Z,134.73,811.31,-344.58,-155.01,-309.81
2009-07-05T18:41:50.640Z,135.31,801.40,-345.27,-135.39,-834.49
